id,cgpa,tenth_percentage,twelfth_percentage,backlog_history_count,programming_score,sql_score,dsa_score,web_dev_score,git_score,cloud_score,aptitude_score,logical_score,coding_score,communication_score,interview_score,presentation_score,verified_project_count,project_complexity_score,verified_internship_count,verified_certification_count,open_source_score,hackathon_score,leadership_score,placed
1975,7.46,88.3,85.4,0,57,47,37,47,44,40,45,56,56,80,68,71,0,0,2,0,0,53,85,1
1976,5.97,70.0,69.3,0,56,50,63,45,57,38,73,72,63,64,51,60,0,0,2,0,0,18,39,1
1977,7.91,82.9,77.8,0,58,40,65,62,47,48,71,69,61,66,56,61,0,0,2,2,36,0,0,0
1978,6.14,71.5,67.9,0,47,53,53,47,43,35,60,61,50,56,47,47,0,0,0,0,0,0,0,0
1979,7.86,84.8,86.1,1,62,66,63,52,64,55,69,58,67,93,70,67,0,0,0,1,35,0,85,1
1980,7.46,80.8,75.4,0,70,65,56,54,58,49,61,57,69,54,53,48,0,0,0,0,0,32,0,1
1981,7.5,82.6,81.5,0,59,61,59,58,60,49,68,69,57,49,61,54,1,51,0,2,44,45,0,1
1982,7.0,78.9,78.4,0,54,38,48,41,50,45,62,61,52,53,44,48,0,0,0,0,23,0,0,0
1983,9.52,90.4,97.0,0,45,24,35,30,39,38,54,62,51,54,34,45,1,39,0,1,0,0,0,0
1984,7.49,83.8,78.1,1,65,41,59,55,55,51,62,67,50,60,52,59,3,55,0,1,0,0,0,0
1985,8.11,83.0,82.9,0,65,54,56,61,56,38,65,72,68,81,59,63,0,0,2,1,0,58,85,1
1986,7.37,74.2,71.7,0,73,76,68,64,66,70,66,60,74,63,61,63,0,0,1,2,0,27,0,1
1987,8.24,85.9,87.1,1,70,48,56,60,61,49,46,60,69,55,56,57,2,58,1,2,42,42,0,1
1988,7.42,80.4,80.0,0,67,58,64,50,59,48,53,56,59,63,66,61,0,0,2,2,0,0,55,1
1989,7.77,80.2,84.0,0,64,43,60,52,62,55,63,70,56,49,47,38,0,0,0,1,0,0,0,0
1990,7.45,84.5,74.2,1,70,52,58,66,66,63,62,64,68,65,67,68,2,75,1,0,85,74,60,0
1991,7.72,85.5,87.4,1,71,56,77,69,70,68,72,66,65,77,69,70,0,0,0,0,0,0,72,1
1992,7.03,75.3,66.8,0,54,42,49,44,48,37,38,30,43,39,43,51,0,0,0,1,0,0,0,0
1993,7.63,87.1,72.0,0,47,36,54,36,52,45,66,64,50,73,60,61,3,51,1,2,42,0,0,0
1994,8.46,96.4,87.1,0,59,58,58,56,56,47,66,59,69,72,57,63,0,0,0,0,0,16,0,1
1995,7.66,82.1,84.0,0,71,57,65,65,58,62,55,54,57,64,63,56,1,59,1,1,51,60,0,1
1996,6.86,74.1,75.7,0,67,67,57,71,66,59,68,57,70,55,67,59,1,61,1,1,0,0,0,1
1997,6.59,79.9,65.5,2,57,44,60,49,46,50,68,59,47,65,65,48,2,66,1,2,0,0,52,1
1998,7.04,75.4,79.6,0,48,49,57,52,52,45,64,64,55,46,55,60,2,60,0,0,65,0,0,1
1999,6.97,75.5,76.9,1,70,66,67,74,75,59,61,58,55,58,59,50,1,66,1,2,37,0,30,1
2000,6.24,78.6,77.2,0,56,47,56,60,50,45,71,75,65,66,59,63,3,63,1,3,0,39,55,1
2001,6.81,75.9,67.2,3,68,63,65,57,57,53,56,65,58,74,60,61,1,67,0,3,64,17,0,0
2002,6.4,76.3,79.4,3,63,56,56,52,61,37,62,59,51,65,61,47,4,59,0,0,36,0,24,1
2003,7.66,75.1,77.6,0,75,65,74,65,72,51,62,61,68,58,69,50,2,72,1,2,49,0,0,1
2004,8.47,88.4,92.0,1,65,57,72,67,64,52,53,56,68,70,59,61,0,0,0,0,44,52,0,1
2005,6.86,72.4,74.4,2,64,50,67,59,60,51,62,66,65,55,59,58,0,0,0,2,0,54,0,1
2006,6.8,70.5,68.0,1,70,63,68,56,64,53,54,64,56,61,65,66,0,0,0,0,27,12,44,0
2007,7.0,70.3,78.2,0,51,58,57,47,57,38,60,64,49,71,57,77,0,0,1,0,42,0,0,1
2008,7.01,85.2,72.0,1,76,66,73,63,62,65,84,74,66,73,62,50,0,0,1,3,0,48,44,1
2009,8.23,82.4,83.7,3,69,60,72,51,59,44,82,66,72,59,50,55,0,0,1,1,46,0,0,1
2010,8.04,85.1,98.0,1,58,53,53,52,59,38,59,51,49,71,69,65,0,0,0,1,69,0,61,1
2011,7.08,80.9,78.3,1,64,72,57,55,68,67,72,64,59,57,58,50,0,0,0,2,0,0,0,0
2012,7.18,80.4,76.5,1,51,60,61,46,60,47,69,70,64,56,55,61,0,0,1,1,0,43,0,1
2013,8.38,84.4,78.2,1,58,56,51,54,59,28,47,55,54,43,57,38,0,0,0,1,58,54,12,0
2014,6.65,69.7,76.0,2,63,61,63,57,54,48,68,55,61,71,62,63,0,0,1,1,0,69,42,1
2015,7.65,82.9,87.6,0,77,70,72,73,75,67,79,79,73,65,55,50,0,0,0,1,24,0,0,1
2016,8.61,77.3,79.7,0,73,59,67,61,66,62,65,55,65,68,69,62,1,68,0,2,58,34,65,1
2017,6.4,69.9,65.8,2,58,48,67,37,61,47,84,69,67,67,60,54,0,0,2,3,0,53,10,1
2018,6.73,78.7,75.2,0,54,50,55,48,60,63,60,57,55,58,59,62,2,53,0,1,34,0,60,1
2019,8.14,85.8,79.9,0,53,33,36,45,47,43,54,47,42,57,58,52,0,0,0,1,0,0,0,0
2020,7.04,73.1,67.0,2,75,58,67,66,63,49,69,67,78,52,59,41,0,0,1,3,0,19,0,1
2021,8.43,87.6,83.3,0,63,43,59,54,56,58,58,57,62,56,61,50,0,0,0,3,0,0,0,1
2022,6.42,70.5,67.8,3,59,53,75,64,60,51,72,79,61,77,67,68,0,0,0,0,0,0,54,0
2023,8.22,89.5,82.3,0,64,59,57,65,58,43,57,64,61,56,57,60,0,0,1,1,0,11,31,0
2024,8.45,92.6,87.0,1,67,52,70,59,51,55,70,71,68,57,63,58,0,0,0,2,21,0,0,1
2025,7.12,86.6,76.5,1,60,51,55,49,64,34,53,65,58,70,63,65,0,0,1,0,35,28,38,0
2026,6.93,75.9,67.0,0,62,44,63,57,61,41,68,62,59,60,57,60,1,63,0,3,0,0,51,1
2027,8.76,87.4,89.3,0,68,56,52,53,56,43,58,58,65,59,67,57,0,0,0,1,0,0,0,1
2028,7.71,80.3,79.8,0,65,42,45,45,47,43,56,55,56,50,49,44,0,0,0,1,52,41,0,0
2029,7.28,85.1,86.9,1,72,78,55,68,69,49,56,53,70,57,53,49,0,0,1,0,0,47,0,0
2030,7.72,90.6,70.4,3,72,55,67,58,70,45,70,68,73,58,59,40,2,59,0,1,0,27,0,1
2031,7.05,88.2,76.1,1,56,42,60,60,71,54,64,60,67,77,72,73,0,0,1,2,0,0,63,1
2032,6.5,80.7,70.8,0,63,59,66,54,53,54,75,70,70,69,67,59,0,0,0,0,0,0,37,1
2033,8.37,87.5,80.1,0,58,46,56,50,61,39,57,58,55,49,54,56,0,0,0,0,0,0,0,0
2034,7.02,82.2,79.2,1,61,62,62,56,60,49,55,64,72,58,60,61,0,0,0,3,61,57,0,0
2035,7.2,81.3,82.7,1,72,64,66,63,59,56,57,56,51,52,65,55,0,0,1,1,0,28,0,1
2036,7.99,86.9,80.6,0,67,61,54,63,61,47,69,74,69,66,63,65,0,0,1,2,0,0,0,0
2037,6.78,68.3,64.2,0,55,46,53,50,58,58,59,64,54,82,66,72,0,0,1,0,0,0,84,1
2038,7.73,96.2,87.1,1,50,44,43,53,50,44,49,51,58,51,53,56,0,0,1,0,0,0,0,0
2039,7.95,82.3,80.4,0,75,63,72,60,66,62,84,75,75,67,59,62,0,0,0,1,24,0,42,1
2040,7.47,82.4,82.1,1,73,65,74,60,74,55,67,65,61,63,69,65,0,0,0,2,0,0,0,1
2041,7.81,92.2,80.0,2,64,59,64,50,57,34,86,74,67,53,41,60,0,0,0,1,10,0,12,1
2042,9.1,82.9,86.4,0,54,53,58,44,53,40,80,52,75,76,69,58,0,0,1,0,0,0,73,1
2043,6.03,75.9,67.3,1,63,50,59,57,54,45,52,55,65,76,64,69,0,0,0,1,0,63,82,1
2044,7.89,85.8,82.2,1,70,54,62,60,68,52,59,72,61,50,58,50,1,68,0,1,0,0,10,0
2045,8.94,99.0,80.5,0,73,54,68,63,68,45,79,67,65,79,75,73,0,0,0,0,0,0,75,1
2046,8.12,91.2,86.4,1,66,63,46,64,60,57,63,70,57,72,67,72,2,56,0,3,0,0,73,1
2047,6.31,76.9,66.3,2,65,64,60,60,62,57,75,72,68,67,54,58,3,66,1,2,0,43,0,1
2048,7.3,82.0,71.4,0,49,43,54,44,39,46,72,57,48,49,46,44,0,0,0,1,0,0,0,0
2049,7.74,86.5,66.0,0,63,44,63,64,57,44,69,66,62,68,66,56,0,0,1,2,45,41,0,1
2050,6.28,74.7,64.7,0,51,45,53,34,53,34,61,59,48,78,62,67,0,0,0,2,0,22,64,0
2051,6.86,75.0,72.0,1,65,55,54,60,63,40,52,61,57,56,65,51,0,0,0,2,0,0,0,0
2052,6.6,75.4,74.7,0,68,45,68,56,57,43,68,67,68,49,56,53,2,61,1,1,42,10,0,1
2053,7.73,86.8,76.4,1,75,67,65,65,80,65,70,61,68,76,61,66,2,82,1,0,0,0,61,1
2054,7.62,78.1,78.1,1,66,49,64,60,54,56,52,48,62,60,73,57,0,0,0,0,29,0,0,1
2055,8.13,87.7,83.2,0,50,35,46,41,44,42,66,64,51,74,49,65,0,0,0,1,20,0,0,0
2056,6.32,77.5,73.1,1,60,51,46,61,50,51,54,58,61,64,50,52,0,0,1,2,0,0,0,0
2057,7.41,87.2,75.7,0,56,46,54,56,58,39,53,48,51,39,54,53,0,0,1,0,44,34,0,0
2058,7.36,83.9,77.6,0,65,53,55,51,51,41,64,66,52,64,62,47,1,59,0,0,40,32,0,0
2059,8.34,87.8,84.3,0,79,57,77,66,72,64,80,70,71,63,66,57,0,0,0,2,0,43,0,1
2060,9.24,99.0,80.1,1,57,42,47,55,62,39,55,50,56,61,54,65,0,0,1,0,0,0,0,1
2061,7.64,80.8,83.3,2,69,60,77,60,66,44,75,74,66,59,62,53,0,0,0,1,0,29,18,1
2062,5.8,73.1,62.4,1,75,63,73,67,61,55,80,71,79,53,65,63,0,0,0,0,0,33,0,1
2063,6.73,67.6,67.8,0,71,62,60,50,68,58,71,68,72,34,47,44,1,76,0,2,0,0,0,0
2064,6.75,80.8,78.1,1,69,57,58,65,64,62,72,62,75,78,65,73,0,0,1,1,0,0,55,1
2065,7.51,77.8,69.3,0,65,54,57,47,55,50,73,66,63,64,61,53,0,0,1,1,47,0,0,1
2066,7.79,72.5,76.6,0,71,61,71,61,63,54,83,70,72,63,59,54,0,0,2,3,19,10,18,1
2067,7.59,72.4,79.6,1,69,52,72,63,62,58,70,59,65,36,47,48,0,0,1,0,52,0,0,0
2068,7.33,73.0,81.1,1,76,68,78,71,72,45,72,73,66,56,64,62,1,41,0,1,0,0,0,1
2069,5.8,77.5,61.7,0,80,62,69,84,76,75,53,63,74,63,66,64,0,0,0,1,0,38,47,1
2070,8.65,80.3,84.8,1,65,56,59,60,67,46,70,57,67,68,49,62,0,0,1,2,0,0,37,0
2071,7.25,78.7,83.5,0,57,56,61,50,52,38,77,77,67,71,60,53,3,64,1,0,84,0,56,1
2072,7.53,83.3,81.6,1,66,55,66,68,67,40,65,67,61,68,58,49,0,0,0,2,0,14,18,0
2073,5.6,70.3,64.4,2,87,70,55,68,71,55,57,61,69,59,64,50,0,0,1,0,36,0,34,1
2074,5.5,66.0,58.3,1,58,48,69,54,66,40,61,69,55,49,51,42,0,0,1,1,0,0,0,0
2075,6.74,72.9,67.5,0,59,48,48,59,60,44,48,47,53,67,73,67,1,36,0,1,10,0,0,0
2076,7.14,83.3,80.9,0,59,60,59,47,67,53,72,65,69,75,56,68,0,0,0,2,34,0,42,0
2077,9.58,93.1,92.7,0,60,64,64,61,58,63,59,57,58,52,54,40,0,0,0,0,44,40,0,0
2078,6.11,69.0,69.1,1,54,39,56,54,64,39,62,62,60,46,57,52,0,0,0,0,10,0,0,0
2079,7.45,81.7,72.7,3,53,39,48,44,34,43,58,46,54,50,40,48,0,0,0,0,0,0,0,0
2080,7.88,86.0,80.2,1,65,58,61,63,59,56,55,57,58,59,72,61,0,0,1,0,0,0,41,0
2081,8.4,87.1,93.6,0,73,51,51,67,69,56,57,55,56,56,60,53,0,0,1,1,0,0,28,0
2082,7.54,80.2,72.0,2,50,39,55,48,51,43,59,51,66,56,52,62,2,77,0,0,47,45,0,0
2083,7.22,78.8,75.9,2,80,68,72,69,72,57,76,68,84,52,57,45,0,0,0,0,49,0,0,1
2084,7.25,78.0,75.0,0,53,45,59,51,54,40,65,57,63,77,54,70,0,0,0,0,0,49,57,1
2085,8.39,88.0,86.5,2,55,41,63,54,55,38,58,59,60,51,58,63,1,53,0,3,35,11,0,1
2086,7.13,81.4,82.9,3,69,57,70,50,64,49,73,68,70,66,52,60,1,68,1,2,66,46,30,1
2087,8.61,91.1,89.8,0,60,40,58,55,53,35,66,59,64,60,52,59,0,0,0,1,28,0,0,1
2088,8.58,89.5,86.0,0,65,56,65,70,59,52,63,58,64,52,56,51,0,0,0,1,0,0,0,1
2089,6.76,76.6,74.8,1,52,41,57,50,46,45,57,56,56,54,57,50,0,0,1,0,0,10,0,0
2090,7.5,82.6,79.4,0,74,62,54,55,55,54,63,65,73,55,60,47,0,0,0,2,0,67,0,1
2091,9.1,93.4,92.5,3,72,66,67,72,67,53,82,80,70,70,62,49,0,0,1,0,63,74,46,1
2092,7.05,79.9,81.3,0,63,58,63,68,70,65,61,67,72,64,60,56,0,0,0,2,33,0,0,1
2093,7.81,79.8,73.8,0,69,59,59,65,66,67,63,61,62,55,59,45,1,58,0,0,0,0,0,1
2094,7.87,84.4,81.3,1,57,57,70,58,61,56,65,67,54,59,64,57,0,0,0,1,34,0,0,1
2095,7.59,82.2,75.1,3,69,54,61,61,64,50,58,55,67,60,55,66,2,61,1,1,0,0,0,1
2096,7.27,75.1,71.5,2,81,75,77,75,87,70,62,65,73,57,59,61,0,0,0,2,0,10,0,1
2097,6.99,77.6,72.9,1,68,62,62,73,69,46,66,69,64,49,59,46,0,0,1,1,0,0,0,1
2098,7.51,84.5,81.1,0,81,79,75,70,76,68,70,74,87,63,64,50,0,0,1,1,38,0,0,1
2099,7.81,88.9,82.3,1,52,58,50,50,56,42,66,57,57,57,56,57,0,0,0,1,15,34,0,0
2100,7.15,77.6,78.6,0,71,46,70,56,70,57,59,59,58,60,55,68,3,70,1,0,0,0,0,1
2101,7.69,83.7,83.4,0,51,37,54,46,30,50,59,50,60,81,57,59,0,0,0,0,0,13,61,0
2102,6.28,73.9,61.0,0,76,62,69,80,57,47,67,72,75,66,69,61,0,0,1,1,56,51,53,1
2103,8.41,80.3,90.1,0,54,46,65,55,57,53,68,61,60,61,58,56,0,0,1,1,0,0,47,1
2104,7.59,75.2,77.6,0,71,54,53,54,76,59,67,60,61,73,71,55,2,73,1,0,41,35,69,1
2105,7.45,88.0,81.4,3,66,48,60,62,60,51,63,59,75,51,64,53,0,0,0,0,0,0,28,0
2106,7.74,91.7,80.1,1,65,47,60,51,59,46,57,51,61,62,57,60,0,0,0,0,0,0,15,0
2107,6.61,76.3,73.3,0,64,45,50,48,49,48,56,63,59,68,63,64,1,61,0,1,0,41,85,1
2108,7.36,81.2,75.9,0,72,68,67,66,66,53,66,75,69,56,59,58,0,0,0,2,0,10,0,1
2109,7.39,76.5,79.9,0,74,54,54,62,70,54,52,54,55,56,61,55,4,77,2,1,90,90,0,1
2110,7.17,81.4,75.1,1,59,45,56,51,57,46,73,59,58,66,53,58,1,78,1,2,53,61,0,1
2111,8.21,94.4,85.7,0,64,43,53,48,60,39,63,67,55,65,61,65,1,49,0,3,15,0,56,0
2112,8.41,82.5,82.3,0,64,75,59,68,79,50,62,65,66,50,63,46,0,0,0,2,0,0,0,0
2113,9.19,99.0,97.7,2,52,39,51,43,53,24,49,49,56,51,43,61,0,0,0,1,0,0,0,0
2114,8.66,92.0,89.4,1,48,32,46,40,41,41,62,46,49,54,57,43,0,0,0,3,0,0,0,0
2115,5.42,74.1,74.0,2,73,66,63,73,75,55,68,66,65,65,63,51,2,73,0,0,0,30,0,1
2116,7.32,84.5,69.1,1,58,56,49,46,64,40,55,53,57,60,62,56,0,0,0,1,0,18,0,0
2117,7.31,83.6,82.2,1,65,51,60,62,73,50,64,51,60,59,65,51,0,0,0,0,0,24,0,1
2118,7.1,82.4,76.3,0,67,58,65,55,60,57,74,69,69,75,65,72,0,0,0,3,0,0,0,1
2119,7.5,78.5,84.4,1,71,60,70,71,68,69,66,58,74,63,70,65,1,82,1,0,69,56,51,1
2120,6.86,77.4,74.0,0,68,52,58,56,61,53,66,69,70,68,65,69,0,0,0,2,33,33,50,1
2121,8.74,93.3,93.5,0,51,43,52,49,52,22,56,54,58,65,53,64,0,0,0,2,0,35,43,1
2122,7.6,82.7,71.5,0,69,70,80,66,75,57,80,73,70,48,59,54,1,62,1,1,44,28,0,1
2123,7.59,88.8,86.9,1,69,64,68,67,64,67,61,65,60,51,64,44,0,0,1,0,0,0,0,1
2124,7.55,76.9,70.9,0,59,46,45,46,58,49,56,59,53,57,51,54,0,0,0,0,0,0,0,1
2125,6.46,75.9,82.2,3,77,53,65,49,64,46,63,60,60,77,69,64,0,0,0,1,0,0,50,0
2126,7.32,89.2,77.7,0,60,54,60,57,61,44,74,63,60,52,55,49,1,60,0,1,0,23,0,0
2127,7.6,81.7,80.8,0,65,44,53,61,74,56,57,63,69,68,58,54,0,0,1,1,20,0,0,1
2128,7.02,85.7,83.0,0,65,60,68,62,56,47,87,83,71,54,52,49,0,0,0,2,0,0,0,1
2129,6.9,78.3,72.6,1,74,64,83,65,69,65,64,71,64,58,53,50,0,0,0,2,58,53,0,1
2130,6.95,79.2,73.5,1,57,54,51,51,63,49,64,54,54,63,63,51,0,0,0,0,0,0,0,0
2131,6.42,72.8,68.0,0,69,53,59,58,68,44,68,63,66,44,48,35,0,0,0,0,0,0,0,0
2132,7.19,82.5,77.0,1,73,59,61,59,76,51,66,55,56,54,58,61,0,0,1,0,49,41,54,0
2133,8.36,83.0,85.2,3,48,41,46,49,57,24,56,52,45,45,44,61,0,0,0,1,0,0,0,0
2134,7.75,83.8,81.7,0,84,66,76,69,75,70,70,76,68,57,65,53,2,66,0,1,0,50,0,1
2135,8.79,73.8,88.2,3,61,67,54,58,65,50,58,62,64,56,56,52,0,0,0,0,0,0,0,0
2136,6.22,71.6,72.4,2,84,64,63,69,66,63,58,67,77,57,54,49,0,0,0,1,0,10,0,1
2137,8.57,91.7,86.3,0,61,50,64,53,70,60,69,66,55,69,77,64,2,85,0,1,47,45,0,1
2138,8.11,80.5,72.9,0,63,52,61,51,58,44,68,58,63,57,58,60,0,0,0,1,49,0,43,1
2139,7.57,85.9,78.5,0,53,44,60,33,55,35,75,62,54,73,64,64,3,62,1,0,0,43,0,1
2140,6.97,79.0,70.5,0,57,48,59,49,46,38,69,69,60,61,49,51,1,50,0,0,0,11,0,0
2141,7.83,84.2,80.2,1,61,47,66,56,57,53,58,57,69,73,60,73,2,62,0,0,0,0,59,1
2142,6.4,73.7,74.5,0,67,52,69,66,62,50,72,72,67,66,69,66,1,71,1,1,0,0,0,1
2143,7.8,79.9,68.9,2,56,51,49,48,49,46,65,56,56,55,52,56,1,41,1,2,0,0,0,1
2144,6.99,76.0,73.1,1,55,43,54,45,47,32,55,63,50,74,60,65,0,0,0,3,0,0,0,0
2145,8.21,93.7,79.2,0,60,25,63,55,58,35,67,51,64,36,43,42,0,0,2,1,36,0,0,1
2146,6.42,71.3,76.1,1,61,58,66,60,66,43,71,58,66,66,66,66,0,0,0,1,0,0,0,0
2147,7.12,87.0,81.3,0,54,47,58,46,61,41,59,61,57,59,49,52,0,0,0,1,0,0,27,0
2148,7.29,75.9,75.0,3,62,71,70,67,70,63,69,71,73,50,63,64,0,0,0,0,68,61,0,1
2149,7.88,80.9,75.3,1,83,59,75,80,88,65,56,76,75,70,63,61,2,55,1,0,0,0,0,1
2150,9.05,91.2,79.4,3,51,42,46,43,42,35,59,51,49,72,61,56,0,0,1,3,33,18,66,1
2151,7.6,78.7,75.6,0,47,44,52,44,50,46,63,53,55,48,55,47,1,53,0,2,18,0,0,0
2152,7.62,80.1,79.7,0,77,59,57,61,60,56,58,58,57,67,62,62,0,0,0,0,0,0,0,0
2153,7.84,82.5,84.4,1,71,73,66,73,77,70,65,55,67,69,59,57,2,85,2,1,35,45,0,1
2154,6.35,74.1,74.1,2,47,39,46,38,54,34,47,48,50,45,51,51,1,62,0,1,58,56,0,0
2155,7.26,79.1,74.4,2,75,56,65,77,64,56,53,56,67,67,67,71,0,0,0,1,55,0,0,1
2156,7.77,79.4,78.4,0,58,47,58,54,58,29,49,45,51,58,48,47,1,73,1,1,0,63,0,1
2157,6.96,81.9,76.1,1,65,62,76,60,70,53,66,77,72,64,69,50,1,59,0,3,0,0,0,1
2158,6.87,70.5,75.8,1,76,73,74,58,75,58,69,66,70,46,60,40,0,0,2,1,0,0,0,1
2159,7.73,77.1,81.6,2,73,56,62,56,71,64,53,49,58,68,65,63,1,52,0,0,0,41,0,1
2160,6.34,66.4,72.8,0,74,61,76,73,68,62,73,67,84,59,53,60,0,0,0,0,40,0,35,1
2161,6.33,82.0,72.7,0,76,66,60,67,63,49,55,63,67,64,69,54,0,0,2,1,54,31,0,1
2162,6.28,81.1,67.9,0,72,61,62,63,62,62,57,55,62,67,66,64,0,0,1,0,0,52,50,0
2163,6.81,79.8,79.9,3,51,51,64,65,57,26,77,70,57,61,59,58,1,49,1,0,46,0,0,1
2164,6.22,69.5,66.2,0,71,74,58,72,75,71,58,61,64,62,62,62,0,0,1,1,31,55,0,1
2165,7.35,80.0,70.0,0,69,53,63,51,65,52,56,57,60,78,70,73,1,62,1,1,42,48,69,1
2166,8.98,91.1,85.9,1,65,41,56,59,59,40,64,53,53,51,55,63,0,0,0,3,0,10,0,1
2167,9.01,85.2,90.7,0,76,66,63,65,67,60,53,55,64,65,59,63,0,0,0,0,0,0,0,0
2168,9.47,92.0,91.5,0,56,35,54,37,53,51,62,59,46,58,50,50,0,0,1,0,14,41,0,0
2169,6.33,74.1,73.4,0,77,57,79,79,69,55,76,67,77,56,64,48,2,61,1,1,0,38,0,1
2170,7.06,76.6,73.7,1,64,62,74,68,69,62,62,78,77,62,65,66,0,0,0,2,0,0,0,1
2171,8.31,87.2,84.6,0,76,65,74,58,67,55,74,77,81,57,49,47,2,79,1,0,58,0,0,1
2172,7.04,75.6,69.5,0,90,68,79,71,84,65,87,69,71,54,70,59,1,79,1,0,72,54,0,1
2173,6.78,87.7,76.4,1,73,70,72,77,69,60,67,67,71,73,64,55,0,0,1,2,23,0,0,1
2174,6.99,76.2,72.9,1,55,41,60,49,48,41,72,63,61,80,63,70,2,33,0,1,0,0,57,1
2175,8.59,98.9,91.6,0,77,69,66,59,72,61,65,69,73,42,49,63,3,58,0,0,0,0,0,1
2176,7.3,81.6,74.5,0,72,69,56,57,63,50,62,58,58,62,58,70,1,54,0,1,0,0,0,1
2177,6.87,85.3,76.4,0,72,57,68,62,68,58,56,69,59,73,58,59,2,93,1,0,73,57,0,1
2178,9.07,88.2,89.5,0,60,54,63,61,50,52,59,53,66,44,47,47,0,0,0,0,0,0,0,1
2179,6.42,82.2,77.9,0,52,52,46,46,57,48,40,52,37,71,60,55,0,0,0,1,30,0,0,0
2180,6.48,75.0,68.7,1,60,57,65,61,65,47,68,64,65,58,54,56,0,0,0,0,0,0,0,1
2181,7.5,85.3,72.0,0,70,47,64,53,61,54,62,63,53,63,59,60,0,0,0,1,30,10,39,1
2182,8.14,87.7,78.5,0,60,38,51,52,56,41,55,51,47,53,53,46,0,0,0,1,0,0,0,0
2183,8.17,83.8,83.0,0,77,53,67,64,71,60,60,55,73,71,68,52,0,0,0,0,0,43,0,1
2184,7.49,89.7,85.4,0,59,47,66,58,57,48,73,66,66,68,68,61,1,71,0,0,51,29,47,1
2185,8.76,93.1,87.1,2,67,64,55,68,63,46,52,48,56,63,55,52,4,49,0,1,34,0,0,1
2186,6.28,74.6,71.7,0,80,65,78,74,71,64,58,69,63,51,59,49,2,80,0,3,0,0,0,1
2187,6.52,80.1,76.0,0,61,38,60,54,55,37,65,60,58,57,47,53,1,56,0,2,0,51,0,1
2188,7.95,93.6,79.1,1,57,41,55,51,56,54,55,60,71,65,58,55,0,0,0,0,0,18,0,1
2189,6.87,79.1,71.4,1,83,80,80,65,80,67,73,74,74,50,59,40,4,66,1,0,0,52,0,1
2190,5.67,71.6,66.4,3,65,42,60,55,60,51,75,67,64,80,74,66,0,0,0,2,0,0,0,1
2191,5.68,70.4,59.2,0,69,56,70,59,67,53,43,46,60,66,66,52,0,0,0,1,0,0,0,0
2192,6.34,70.9,62.1,2,58,46,46,48,51,48,61,58,54,62,54,61,0,0,0,2,0,0,0,0
2193,6.07,70.9,67.5,2,57,43,51,49,51,40,53,57,51,51,55,59,1,50,0,0,0,40,0,0
2194,7.18,89.4,81.5,0,70,67,76,67,66,56,75,77,69,57,53,50,0,0,0,1,11,0,0,1
2195,6.82,82.8,76.2,0,60,57,60,54,60,45,67,69,62,57,57,62,2,73,0,1,0,0,0,0
2196,8.04,89.1,77.8,0,55,50,63,55,54,53,69,60,55,64,65,59,0,0,0,0,0,0,0,1
2197,8.0,79.8,84.1,0,59,47,59,55,40,54,69,67,73,68,55,67,1,44,0,0,0,58,0,1
2198,7.52,80.4,86.3,1,83,78,82,77,82,66,63,67,76,75,69,66,0,0,1,1,56,0,45,1
2199,6.21,65.3,75.0,0,46,42,46,34,47,38,58,44,45,72,52,57,2,82,2,2,51,48,0,1
2200,7.03,83.0,72.4,0,64,59,52,55,50,45,61,61,69,56,58,66,0,0,0,1,0,0,39,0
2201,9.0,88.1,87.7,0,55,34,57,50,46,40,68,66,60,65,58,69,2,62,0,0,0,0,33,1
2202,6.24,71.9,77.8,0,57,49,54,41,56,46,53,58,53,41,40,52,2,53,1,0,66,35,0,0
2203,6.81,70.6,64.1,0,62,53,69,55,62,49,68,69,67,65,72,66,1,69,0,0,0,0,58,1
2204,7.13,81.6,77.0,0,63,55,59,55,52,54,57,57,61,62,63,50,0,0,0,2,53,71,10,0
2205,6.36,77.5,72.8,0,68,55,75,63,71,51,74,61,77,76,60,61,2,61,1,1,45,0,0,1
2206,6.01,72.1,66.7,0,50,38,64,59,45,46,66,59,50,64,59,52,0,0,2,0,0,30,0,0
2207,8.6,86.4,79.5,0,70,69,70,72,68,62,56,66,77,61,71,54,0,0,0,2,23,44,0,1
2208,6.72,78.9,72.2,0,60,54,57,62,57,49,67,55,61,63,63,65,0,0,0,1,11,0,48,1
2209,7.46,70.5,80.9,0,70,67,74,70,68,62,70,72,74,69,64,56,0,0,0,3,0,0,0,1
2210,7.97,89.7,82.1,0,61,59,58,55,59,38,56,63,62,62,53,55,4,56,1,0,49,0,0,1
2211,7.43,75.2,73.0,0,71,54,63,57,65,58,73,68,60,63,62,57,1,59,0,2,0,10,0,1
2212,8.48,91.5,81.8,1,61,58,59,41,65,59,82,79,67,69,56,53,1,60,1,0,54,0,0,1
2213,8.08,83.3,85.0,1,60,50,53,45,51,41,69,65,65,41,54,59,3,69,1,2,71,53,0,1
2214,8.67,97.3,98.0,0,61,62,66,55,56,50,71,57,60,47,60,47,0,0,0,0,0,0,0,1
2215,9.28,96.2,90.6,0,74,71,59,61,59,59,62,52,65,64,64,57,0,0,2,0,23,0,0,1
2216,6.74,81.0,75.9,3,72,59,73,62,67,65,62,65,62,65,63,70,0,0,0,2,38,0,0,1
